_id,url,word_count,section,date,type,headline,abstract,article
nyt://article/67e758e0-8c9b-57b3-95d7-2160e68bf4fa,https://dealbook.nytimes.com/2011/02/06/finish-line-nears-for-sanofi-genzyme-deal-talks/,304,Business Day,2011-02-06T20:25:19+0000,,Finish Line Nears for Sanofi-Genzyme Talks,"The two companies are in the final stages of discussions over what will likely be a $19 billion takeover of Genzyme by Sanofi-Aventis, though the talks have taken longer than expected.",
nyt://article/395e8164-b2b0-583f-bed4-74d039a3b200,https://mediadecoder.blogs.nytimes.com/2011/03/02/fox-news-suspends-gingrich-and-santorum/,565,Business Day,2011-03-02T17:18:06+0000,,Fox News Suspends Gingrich and Santorum,The network suspended two possible candidates for the Republican nomination in 2012.,
nyt://article/73082e29-c05c-59bf-9a59-fa83fadc9fc0,https://dealbook.nytimes.com/2011/02/17/weighing-madoffs-claims-of-complicity/,592,Business Day,2011-02-17T15:14:28+0000,,Weighing Madoff’s Claims of Complicity,"In his first interview for publication since his arrest in 2008, Bernard L. Madoff claims bankers and fund managers “had to know.” But should we believe the orchestrator of a decades-long Ponzi scheme?",
nyt://article/ad88ffb5-dfb0-5941-bd60-8f22314355e3,https://bits.blogs.nytimes.com/2011/02/25/an-app-that-reminds-you-to-unplug/,353,Technology,2011-02-25T18:27:41+0000,,An App That Reminds You to Unplug,The Sabbath Manifesto app lets you tell your social-network followers that you are checking out for a bit.,
nyt://article/57fddcbc-2873-537b-b2e9-45e4b8e4e800,https://atwar.blogs.nytimes.com/2011/01/26/ask-baghdad-bureau-reader-q-a/,947,World,2011-01-26T21:04:52+0000,,Ask Baghdad Bureau: Reader Q. and A.,"Steven Lee Myers, The Times’s outgoing Baghdad bureau chief, is taking readers’ questions on the state of politics, the withdrawal of U.S. troops and the mood on the ground in Iraq.",
nyt://article/1b1d72db-2bd9-5fbe-acb4-7527500ec68f,https://dealbook.nytimes.com/2011/03/04/for-level-global-f-b-i-raid-is-a-final-blow/,1304,Business Day,2011-03-05T02:04:09+0000,,"For Level Global, F.B.I. Raid Is a Final Blow","No one at Level Global has been accused of any wrongdoing, but its reputation has been damaged by the F.B.I. raid and it has closed.",
nyt://article/d8dc08ca-4ff0-508a-89f1-789208429ad6,https://bucks.blogs.nytimes.com/2011/02/17/thursday-reading-sharing-a-bed-with-your-pet/,128,Your Money,2011-02-17T13:49:10+0000,,Thursday Reading: Sharing a Bed With Your Pet,"The merits of sleeping with your dog, the different values the federal government places on your life and other consumer stories from The Times.",
nyt://article/514964f2-942e-516d-87e7-c0d3ed120bcf,https://mediadecoder.blogs.nytimes.com/2011/03/06/glamours-ipad-series-to-let-viewers-buy-clothes-from-gap/,435,Business Day,2011-03-07T01:24:32+0000,,Glamour’s iPad Series to Let Viewers Buy Clothes From Gap,An original reality series produced exclusively for the iPad allows viewers to pause the program and buy clothing worn by the characters directly from Gap.com.,
nyt://article/d604f0b4-54e2-5e86-bcde-0ca1d534fe00,https://dealbook.nytimes.com/2011/01/28/buzz-tracker-18/,366,Business Day,2011-01-28T21:32:25+0000,Business,Buzz Tracker,Sean Parker’s Scare| A Summer Davos for Women?| Zell’s Next Move,
nyt://article/9e80ab76-f356-527d-b40c-0a3b23f9b6ae,https://dealbook.nytimes.com/2011/01/11/buzz-tracker-7/,307,Business Day,2011-01-11T22:03:48+0000,Business,Buzz Tracker,"Goldman’s Boring Future | MBIA Wins a Round | Black Leather, Whips and Private Equity",
nyt://article/bb5382a5-736a-525a-ae46-d45eaf808860,https://dealbook.nytimes.com/2011/02/04/investor-urges-shake-up-at-actelion/,376,Business Day,2011-02-04T13:54:49+0000,,Investor Urges Shake-Up at Actelion,"The investment firm Elliott Advisors is calling for some directors at Actelion, the Swiss biotech company, to step down because they had refused to consider takeover approaches.",
nyt://article/f84e7c1a-9bab-50b0-ad42-9ebf7926c3cc,https://dealbook.nytimes.com/2011/03/11/moodys-warns-about-a-return-of-lavish-bank-pay/,393,Business Day,2011-03-11T23:16:07+0000,,Moody’s Warns About a Return of Lavish Bank Pay,The ratings agency says it may consider downgrading bank credit ratings if Wall Street goes back to its freewheeling ways on pay.,
nyt://article/bcf95e9a-c4ca-536d-8241-3ed3b3cee315,https://bucks.blogs.nytimes.com/2011/03/23/a-special-section-money-through-the-ages/,220,Your Money,2011-03-24T03:28:37+0000,,A Special Section: Money Through the Ages,All about a collaboration with Marketplace Money on a series of financial makeovers of people of various ages.,
nyt://article/d255d930-fe3d-5fc9-9147-4da270ad174c,https://dealbook.nytimes.com/2011/01/18/study-points-to-windfall-for-goldman-partners/,1468,Business Day,2011-01-19T02:40:22+0000,Business,"A Look at Goldman, on the Brink of a Windfall",Regulatory filings show the extent that the Wall Street firm concentrates power and money among its 475 partners.,
nyt://article/af9e9494-0160-5751-842b-0615cf844cb6,https://dealbook.nytimes.com/2011/02/24/citadel-plans-to-cut-etrade-stake/,469,Business Day,2011-02-24T17:52:31+0000,,Citadel Plans to Cut E*Trade Stake,Shares of the online brokerage firm tumbled after Kenneth Griffin’s hedge fund took another step back from its 2007 investment.,
nyt://article/a2055cf2-4895-56f6-8e4c-2390ab53ed30,https://dealbook.nytimes.com/2011/02/01/s-p-proposes-new-method-for-rating-banks/,650,Business Day,2011-02-01T16:00:11+0000,,S.&P. Proposes New Method for Rating Banks,"Standard & Poor’s would pay less attention to a bank’s bottom line, instead scrutinizing whether the bank had put away enough capital for a rainy day.",
nyt://article/407f73ed-6284-5794-bd7f-6cb2678bc92d,https://bits.blogs.nytimes.com/2011/01/03/after-apple-says-otherwise-iphone-alarm-still-remains-silent/,365,Technology,2011-01-03T20:01:08+0000,,"After Apple Says Otherwise, iPhone Alarm Still Remains Silent",IPhone customers were confused and upset on Monday after the phone’s built-in alarm failed to go off for the third day in a row because of an Apple programming glitch.,
nyt://article/8d901b42-e257-5118-bb7c-b9cb74bd1d7a,https://mediadecoder.blogs.nytimes.com/2011/02/17/old-navy-replaces-mannequins-with-music/,623,Business Day,2011-02-17T05:01:38+0000,,Old Navy Replaces Mannequins With Music,Old Navy’s “Supermodelquins” make way for a new advertising campaign focused on music.,
nyt://article/02b4e3b3-7187-591a-8cd0-cddae4bbe1bf,https://dealbook.nytimes.com/2011/02/03/the-next-stop-on-abercrombies-ohio-express/,1172,Business Day,2011-02-03T18:41:07+0000,,The Next Stop on Abercrombie’s Ohio Express,The final proxy statement filed by Abercrombie as it pushes to move its incorporation to Ohio makes it difficult for shareholders to discern the benefits and the pitfalls.,
nyt://article/d1d00780-7ce8-5a98-8a30-02c92522ce84,https://bits.blogs.nytimes.com/2011/01/10/groupon-raises-a-record-950-million-in-venture-capital/,520,Technology,2011-01-10T21:48:46+0000,,Groupon Raises a Record $950 Million in Venture Capital,"The investment in Groupon, the two-year-old daily deal site, is the largest ever for a start-up.",
nyt://article/a46ead39-f304-5206-b194-fa6657a08b71,https://mediadecoder.blogs.nytimes.com/2011/03/09/like-npr-pbs-met-with-fictional-donors/,190,Business Day,2011-03-09T20:31:57+0000,,"Like NPR, PBS Met With Fictional Donors","PBS confirmed Wednesday that, like NPR, one of its executives attended a lunch with people who posed as members of the Muslim Education Action Center Trust, a fictional group.",
nyt://article/18e0681b-8e51-5fdc-97a8-c2109d4713b0,https://dealbook.nytimes.com/2011/02/09/jpmorgan-asks-to-move-madoff-suit/,324,Business Day,2011-02-09T17:26:53+0000,,JPMorgan Asks to Move Madoff Trustee’s Lawsuit,"The banking giant asked a judge to move the Madoff trustee’s lawsuit from bankruptcy court to federal court, calling the $6.4 billion complaint an “enormous backdoor class action.”",
nyt://article/5ef9a371-b398-55dd-9f73-421ab4791dee,https://boss.blogs.nytimes.com/2011/03/14/why-the-new-1099-rules-arent-that-bad-for-small-businesses/,1167,Business Day,2011-03-14T17:00:33+0000,,Why the New 1099 Rules Aren’t That Bad for Small Businesses,"In theory, it sounds like a paper avalanche — “absolutely unmanageable, ” according to the tax counsel for the National Federation of Independent Business.",
nyt://article/9ac8cc18-56dd-5693-bafb-78fb3dff705e,https://boss.blogs.nytimes.com/2011/02/16/can-you-start-a-tech-company-without-venture-capital/,443,Business Day,2011-02-16T17:57:38+0000,,Can You Start a Tech Company Without Venture Capital?,Or is it too hard to compete with start-ups that do have investment capital?,
nyt://article/a82a4eee-3232-5c87-b4d1-bdd7a73fed94,https://economix.blogs.nytimes.com/2011/01/07/painfully-slow-jobs-progress/,188,Business Day,2011-01-07T18:03:58+0000,,Painfully Slow Jobs Progress,The pace of job creation is now only barely fast enough to keep up with population growth.,
nyt://article/bad2cd23-e645-587b-9447-f9dc490a4b7e,https://mediadecoder.blogs.nytimes.com/2011/01/19/times-names-new-metro-editor/,772,Business Day,2011-01-19T20:36:46+0000,,Times Names New Metro Editor,"Carolyn Ryan, a deputy Metro editor who steered the Pulitzer Prize-winning New York Times coverage of Eliot Spitzer’s downfall, will become the next Metro editor.",
nyt://article/a00ace92-3a53-5a25-a589-82e8aa5753e5,https://bits.blogs.nytimes.com/2011/01/03/apple-mobile-operating-system-still-tops-google-android/,205,Technology,2011-01-03T22:44:15+0000,,Apple Mobile Operating System Still Tops Google Android,"A  report from the Nieslen Company on Monday shows Apple’s iPhone still in the smartphone lead, but Google’s Android is right on its heels.",
nyt://article/9da168da-5d79-5f0a-8eeb-1d6142aae4b4,https://dealbook.nytimes.com/2011/03/09/morning-take-out-198/,1203,Business Day,2011-03-09T12:56:33+0000,Business,Morning Take-Out,Highlights from the DealBook newsletter.,
nyt://article/05910436-7b9a-5bab-a748-0dcfbdd90c15,https://mediadecoder.blogs.nytimes.com/2011/01/20/warner-music-puts-itself-up-for-sale/,128,Business Day,2011-01-20T23:58:27+0000,,Warner Music Puts Itself Up for Sale,"Warner Music, in the midst of exploring a bid for EMI, has put itself on the market.",
nyt://article/e1baf1e7-f6b4-5f0f-9667-483e58fa3f79,https://dealbook.nytimes.com/2011/01/21/citi-gives-pandit-a-raise/,159,Business Day,2011-01-21T22:00:58+0000,,Citi Gives Pandit a Raise,"Days after the bank reported an annual profit, the board awards the C.E.O. an annual base salary of  $1.75 million, up from a symbolic $1 a year.",
nyt://article/3ad798a1-dca4-594e-b873-69a7afb91a35,https://dealbook.nytimes.com/2011/01/05/morning-take-out-155/,155,Business Day,2011-01-05T15:30:51+0000,Business,Morning Take-Out,Bernanke takes questions | History of shadow banking | Zuckerberg’s alma mater?,
nyt://article/00494ce7-8325-50be-977a-3cfb8886203d,https://mediadecoder.blogs.nytimes.com/2011/03/20/wnet-local-news-via-web/,284,Business Day,2011-03-21T03:10:50+0000,,"WNET Local News, Via the Web","The public television company WNET will offer local news, first via the Web on a new site, with plans for expanding later on television.",
nyt://article/e0db3ed1-cfad-5f8d-87f5-0f1407e377a6,https://dealbook.nytimes.com/2011/03/27/is-it-a-new-tech-bubble-lets-see-if-it-pops/,1444,Business Day,2011-03-27T19:12:59+0000,,Investing Like It’s 1999,Some investors are wondering whether a huge influx of Wall Street money spells trouble for the tech industry again.,
nyt://article/4b892ef0-947f-50f5-8721-8072c5a4989d,https://bucks.blogs.nytimes.com/2011/01/04/tuesday-reading-rebounding-from-job-loss/,98,Your Money,2011-01-04T15:27:10+0000,,Tuesday Reading: Rebounding From Job Loss,"An exploration of resilience, when travel agents can help and other consumer-focused items from Tuesday’s Times.",
nyt://article/59209500-1eba-54e5-a23d-ae8b186e5429,https://economix.blogs.nytimes.com/2011/02/28/lord-make-us-thrifty-but-not-yet/,212,Business Day,2011-02-28T20:51:53+0000,,"Lord, Make Us Thrifty, but Not Yet",Why getting Americans to start budgeting more responsibly is not an economic goal — yet.,
nyt://article/cf2aa0bd-9e10-5b1a-a8fc-24bc6e7a44a9,https://dealbook.nytimes.com/2011/01/27/verizon-to-buy-terremark-for-1-4-billion/,315,Business Day,2011-01-27T23:23:52+0000,,Verizon to Buy Terremark for $1.4 Billion,"Verizon Communications on Thursday announced it would buy IT services provider Terremark Worldwide for $19 a share, representing a 35 percent premium to its closing price on Thursday.",
nyt://article/dc81de6e-96df-53da-a1e0-7aec187c8d1e,https://dealbook.nytimes.com/2011/01/19/catalan-savings-bank-sells-stake-in-repsol/,216,Business Day,2011-01-19T12:48:56+0000,,Catalan Savings Bank Sells Stake in Repsol,CatalunyaCaixa reaps $604 million from the sale of a stake in the oil producer days after reports emerged that the bank would seek to raise capital.,
nyt://article/57d01c62-d7e8-51d5-a467-4e6e9b5ee2ac,https://dealbook.nytimes.com/2011/02/09/britain-reaches-deal-with-banks-on-lending-and-pay/,111,Business Day,2011-02-09T14:18:05+0000,Business,Britain Reaches Deal With Banks on Lending and Pay,The British Treasury said on Wednesday that it had struck a long-sought deal with the country’s largest banks aimed at increasing lending and limiting bonuses.,
nyt://article/f45fc9e8-de78-578a-bf8a-8bef4d9378e5,https://economix.blogs.nytimes.com/2011/03/22/amartya-sen-on-growth-and-well-being/,213,Business Day,2011-03-22T20:57:41+0000,,Amartya Sen on Growth and Well-Being,Fast-growing economies don’t always deliver rapidly improving health and education — and vice versa.,
nyt://article/647ec753-cba8-5d98-a266-4f3e4c039e12,https://bucks.blogs.nytimes.com/2011/03/28/why-you-cant-be-sure-about-home-purchases/,879,Your Money,2011-03-28T17:14:53+0000,,Why You Can’t Be Sure About Home Purchases,Too bad the only two questions you need to ask about home purchases are nearly impossible to answer with certainty.,
nyt://article/7b37092a-bf67-5b84-88cc-2b00d225883d,https://economix.blogs.nytimes.com/2011/01/12/geithners-china-concerns/,383,Business Day,2011-01-12T16:54:38+0000,,Geithner’s China Concerns,"In a speech on Wednesday, the Treasury Secretary called China “a growing source of concern,” mentioning its undervalued currency, intellectual-property theft and various forms of protectionism.",
nyt://article/85008f86-1e79-5593-8968-0dab50ab08f3,https://dealbook.nytimes.com/2011/01/28/what-is-the-beijing-consensus/,372,Business Day,2011-01-28T18:41:49+0000,,What Is the Beijing Consensus?,"While a lot of people at the World Economic Forum are talking about the “Beijing consensus,” there is no consensus about what the China’s economic growth model actually is.",
nyt://article/97a50ed5-aa16-5ac0-8d7b-3c102ce43f4a,https://economix.blogs.nytimes.com/2011/03/23/how-oil-wealth-undercuts-democracy/,445,Business Day,2011-03-23T10:00:27+0000,,How Oil Wealth Undercuts Democracy in Libya,"No matter what the military outcome in Libya, its oil reserves are at odds with political openness and reform, an economist writes.",
nyt://article/ed320afd-6665-5b90-8d32-85ba43f9bade,https://mediadecoder.blogs.nytimes.com/2011/01/05/newsweek-hires-new-publisher/,384,Business Day,2011-01-05T23:12:29+0000,,Newsweek Hires Publisher,"The magazine has named Ray Chelstowski, a former publisher at Rolling Stone and Entertainment Weekly, as publisher.",
nyt://article/ae95061c-3d3d-5111-9c5d-32b14278400d,https://bits.blogs.nytimes.com/2011/03/03/corcoran-group-adds-curbed-articles-to-iphone-app/,155,Technology,2011-03-03T22:54:43+0000,,Corcoran Adds Curbed Articles to iPhone App,"The Corcoran Group, a New York City real estate brokerage, teamed up with the Curbed Network to offer more context to real estate shoppers on the iPhone.",
nyt://article/62a7d4a9-d90f-5225-acaa-79b1374687f2,https://pogue.blogs.nytimes.com/2011/02/10/the-ethics-of-free-cellphone-calls/,527,Technology,2011-02-10T20:18:50+0000,,The Ethics of Free Cellphone Calls,"There are a growing number of ways to avoid paying for calls — some offered by carriers, others amounting to a hack.",
nyt://article/bff3654f-3eb8-574d-ad6f-60a922216b87,https://mediadecoder.blogs.nytimes.com/2011/03/23/skins-ends-season-on-a-higher-ratings-note/,375,Business Day,2011-03-23T22:10:30+0000,,‘Skins’ Ends Season on a Higher Ratings Note,Nielsen reported Wednesday that the season finale of “Skins” on MTV drew 1.2 million viewers. It was the highest-rated episode since Feb. 7.,
nyt://article/80ce117a-842e-5429-b8d9-9ce95d5b4cb4,https://economix.blogs.nytimes.com/2011/02/16/life-at-the-dakota/,649,Business Day,2011-02-16T18:51:26+0000,Business,Life at the Dakota,"How can anyone make mortgage payments that are a multiple of the annual income of both himself and his business? That is what seems to be happening at the Dakota, the ultra-fancy New York apartment building.",
nyt://article/4bf53cb9-62c9-582c-9348-dc581644bd2f,https://bits.blogs.nytimes.com/2011/02/08/facebook-friends-a-new-campus/,229,Technology,2011-02-08T23:09:05+0000,,Facebook Friends a New Campus,"Facebook announced Tuesday that it is moving its offices to a new campus in Menlo Park, Calif., from Palo Alto, to accommodate its growing work force.",
nyt://article/3e8db425-9dca-546f-8b04-17c284a950c3,https://economix.blogs.nytimes.com/2011/02/02/in-construction-more-spending-can-also-mean-less/,953,Business Day,2011-02-02T11:00:52+0000,,"In Construction, More Spending Can Also Mean Less","Residential and nonresidential building compete for investment, and an extra dollar spent on one may be at partial expense to the other, even in a recession, an economist writes.",
nyt://article/4f96e853-bcd7-52ef-b048-37e6a3043b7c,https://gadgetwise.blogs.nytimes.com/2011/02/22/qa-editing-video-preview-frames/,165,Technology,2011-02-22T22:36:40+0000,,Q&A: Editing Video Preview Frames,"After uploading videos to YouTube, here’s how you can change the preview frame the site uses as a thumbnail.",
nyt://article/466a08ed-8c94-54ff-b21a-77711dfd9888,https://bits.blogs.nytimes.com/2011/01/12/lady-gaga-and-others-come-to-android-phones/,258,Technology,2011-01-12T22:00:02+0000,,Lady Gaga and Others Come to Android Phones,YouTube will offer a wide range of music videos and pre-roll ads on its mobile app for the first time.,
nyt://article/b01b5ea9-fc9b-566a-bc69-b2a769420fb1,https://mediadecoder.blogs.nytimes.com/2011/01/04/glee-star-joins-peta-cause/,238,Business Day,2011-01-04T20:37:33+0000,,‘Glee’ Star Joins PETA Cause,"Lea Michele, who portrays Rachel Berry on “Glee,” is featured in a campaign from PETA that seeks to end the carriage horse trade in New York City.",
nyt://article/4f9193b3-3f27-5efc-91a2-62356cbab917,https://economix.blogs.nytimes.com/2011/03/02/there-but-for-the-grace-of-lehman/,600,Business Day,2011-03-02T17:54:48+0000,,There but for the Grace of Lehman…,How the financial crisis nudged new college grads into the public sector.,
nyt://article/35981726-cabd-5b54-906e-1619a79ba91d,https://dealbook.nytimes.com/2011/01/12/bank-of-china-lets-americans-bet-on-yuan/,485,Business Day,2011-01-12T10:16:12+0000,,Bank of China Opens for Renminbi Trade in U.S.,"The Bank of China, one of the country’s main state-owned lenders, is now allowing American clients to open accounts in renminbi and trade in the currency, another step in China’s effort to position the renminbi on the world  stage.",
nyt://article/2cd22b8d-71b5-5b90-a065-bcb24d7b19f4,https://dealbook.nytimes.com/2011/01/24/boutique-investment-banks-gain-traction-in-china/,1044,Business Day,2011-01-24T20:37:54+0000,,"When Competing With Big Banks, Smaller Can Be Better","American boutique banks like Compass Advisers are gaining traction in China, using well-placed associates, serendipitous connections and specialized knowledge to strengthen their ties.",
nyt://article/91f81572-fedf-5fe7-bdde-40fd3f8a5bed,https://dealbook.nytimes.com/2011/03/01/yahoo-holds-talks-to-shed-stake-in-japan-venture/,258,Business Day,2011-03-02T02:13:43+0000,,Yahoo in Talks to Shed Stake in Japan Joint Venture,"Yahoo is in talks to shed its 35 percent stake in its Yahoo Japan joint venture, possibly handing over control to its partner, Softbank.",
nyt://article/89be6247-7935-5c06-9db7-958f07b4ad8c,https://bucks.blogs.nytimes.com/2011/02/17/what-could-i-b-m-s-watson-do-for-you/,313,Your Money,2011-02-17T21:51:57+0000,,What Could I.B.M.’s Watson Do for You?,"I.B.M.’s supercomputer Watson probably knows where the beach balls are at Wal-Mart, what to do with the $3.99 skirt steak at the grocery store and many other things.",
nyt://article/937d2dfc-76a2-5f8c-87e0-26d1b39a0876,https://gadgetwise.blogs.nytimes.com/2011/02/09/casing-verizon-iphone-cases/,255,Technology,2011-02-09T14:15:28+0000,,Casing Verizon iPhone Cases,"Before you grab that a new case for your Verizon iPhone, makes sure it fits—not all cases made for the original AT&T iPhone 4 will fit the Verizon model.",
nyt://article/75ea5379-7f5c-5191-a53a-5fa491c2055c,https://dealbook.nytimes.com/2011/02/07/aols-spending-spree/,208,Business Day,2011-02-07T17:29:30+0000,,AOL’s Spending Spree,"In the last 20 months, AOL’s chief executive, Tim Armstrong, has purchased more than a dozen companies, with The Huffington Post the most expensive deal to date.",
nyt://article/760e7645-515c-53c7-b7d8-701cdba48adb,https://atwar.blogs.nytimes.com/2011/01/17/embedistan-outside-the-wire-off-the-message/,1090,World,2011-01-17T19:10:09+0000,,"Embedistan: Outside the Wire, Off the Message","Done properly, an embed requires at least one week with a small unit, usually a platoon or company, and going out with them every day.",
nyt://article/4938d5ea-ade2-54b9-adb2-5cbdac3eae6c,https://dealbook.nytimes.com/2011/02/22/stanford-joins-madoff-at-north-carolina-prison/,352,Business Day,2011-02-22T17:42:23+0000,,Stanford Joins Madoff at North Carolina Prison,"A federal judge recommended that the jailed Texas financier be sent to the medical center at the Butner, N.C., prison for treatment of addiction.",
nyt://article/1e1c581f-3e56-58ac-aeef-c7edf5af568c,https://dealbook.nytimes.com/2011/02/18/dupont-extends-5-7-billion-offer-for-danisco/,582,Business Day,2011-02-18T14:33:22+0000,,DuPont Extends $5.7 Billion Offer for Danisco,"Still awaiting regulatory approval and facing opposition from a number of shareholders, the chemical giant buys some time for a deal.",
nyt://article/6110865a-5593-5cd3-80f0-80c7b20e8770,https://bits.blogs.nytimes.com/2011/03/25/j-hilburn-custom-online-tailor-adds-e-commerce/,263,Technology,2011-03-25T21:24:10+0000,,Custom Online Tailor Adds E-Commerce,"J. Hilburn, an online tailor, offers customized clothing directly from its Web site.",
nyt://article/8d835315-a54b-57b0-85d2-f1a86eee5b85,https://dealbook.nytimes.com/2011/03/10/howrey-law-firm-dissolves-after-slow-bleed-of-partners/,586,Business Day,2011-03-10T21:26:29+0000,Business,Howrey Law Firm Dissolves After Slow Bleed of Partners,"Howrey, a big law firm known for its intellectual property practice, is set to fold on Tuesday after its partners overwhelmingly voted to dissolve their practice.",
nyt://article/8498f222-367e-5fe7-bb88-fe32334ec4ce,https://dealbook.nytimes.com/2011/01/12/demand-media-gives-price-range-for-i-p-o/,231,Business Day,2011-01-12T13:54:30+0000,,Demand Media Gives Price Range for I.P.O.,The publisher of reams of articles based on popular search-engine results disclosed a price range of $14 to $16 per share for its planned initial public offering.,
nyt://article/926396d3-f76d-5949-8927-70906475cff3,https://mediadecoder.blogs.nytimes.com/2011/01/20/abc-gives-jimmy-kimmel-a-midnight-boost/,584,Business Day,2011-01-20T23:21:42+0000,,ABC Gives Jimmy Kimmel a Midnight Boost,"ABC moves “Jimmy Kimmel Live” to midnight, trimming five minutes from “Nightline” while renewing its commitment to the late-night news program.",
nyt://article/4ced0154-ed26-54fe-a3ec-b05557ce8eea,https://mediadecoder.blogs.nytimes.com/2011/03/21/noted-self-publisher-may-be-close-to-a-book-deal/,251,Business Day,2011-03-21T18:12:21+0000,,Noted Self-Publisher May Be Close to a Book Deal,"Amanda Hocking, the darling of the self-publishing world who has sold more than 900,000 copies of nine books in the last year, has been shopping a four-book series to major publishers.",
nyt://article/f2400071-0d5d-59d4-9d4c-9f0346ba3109,https://dealbook.nytimes.com/2011/02/23/as-hong-kong-exchange-grows-so-do-its-challenges/,876,Business Day,2011-02-23T23:01:06+0000,,"As Hong Kong Exchange Grows, So Do Its Challenges","Even as non-Asian companies flock to Hong Kong, it will find its dominance in I.P.O.’s threatened this year.",
nyt://article/67e4631d-c4c9-54fc-af53-de0cf4525583,https://dealbook.nytimes.com/2011/02/02/freescale-hires-advisers-for-an-i-p-o/,334,Business Day,2011-02-02T20:33:44+0000,Business,Freescale Hires Advisers for an I.P.O.,"The chip maker, which had already signaled its intention to return to the stock markets, has hired five banks to advise on a forthcoming initial public offering.",
nyt://article/0e772cd7-babf-54e4-90c5-4f9ed375d7df,https://dealbook.nytimes.com/2011/02/16/sanofi-agrees-to-buy-genzyme-for-at-least-20-1-billion/,717,Business Day,2011-02-16T08:00:19+0000,,Sanofi Agrees to Buy Genzyme for $20.1 Billion,The deal ends months of haggling after Sanofi-Aventis unsuccessfully sought to acquire Genzyme for $18.5 billion.,
nyt://article/46dabee9-618a-51d4-97c8-6ce30c57fd24,https://dealbook.nytimes.com/2011/03/03/oaktrees-marks-says-its-time-to-be-cautious/,439,Business Day,2011-03-03T13:26:31+0000,,Oaktree’s Marks Says It’s Time to Be ‘Cautious’,"At the SuperReturn conference in Berlin, the chairman of Oaktree Capital recommended that investors focus more on bonds than stocks and temper leverage in the current climate.",
nyt://article/41505880-02c2-5859-bb0f-542709e7ff4b,https://dealbook.nytimes.com/2011/01/28/blankfein-gets-13-2-million-for-2010/,632,Business Day,2011-01-28T22:33:40+0000,,Goldman Sachs Gives Blankfein a Big Raise,"The investment bank increased its chief executive’s salary to $2 million for 2011, from $600,000, and granted him a bonus of restricted stock valued at $12.6 million.",
nyt://article/e5889d15-a8e5-5524-8d8a-a552d9f7e11c,https://dealbook.nytimes.com/2011/02/02/peltz-reports-other-approaches-for-wendys/,133,Business Day,2011-02-02T23:06:09+0000,,Peltz Reports Other Approaches for Wendy’s,But the investor is backing the company’s plan to sell the Arby’s chain.,
nyt://article/60d9f598-645f-5d10-b1a2-e238937a9ecf,https://gadgetwise.blogs.nytimes.com/2011/01/14/toyota-tries-to-be-more-entertaining/,332,Technology,2011-01-14T10:39:11+0000,,Toyota Tries to Be More Entertaining,Toyota’s new entertainment system relies on a driver’s smartphone to work.,
nyt://article/048ef537-9b01-5f49-a543-6b1145754f95,https://economix.blogs.nytimes.com/2011/01/18/why-green-energy-cant-power-a-job-engine/,1107,Business Day,2011-01-18T11:00:32+0000,,Why Green Energy Can’t Power a Job Engine,"The United States can and should be a leader in energy innovation, but the field will never end up employing millions of less-skilled Americans, an economist writes.",
nyt://article/0db943a0-bdbb-5be5-b2f3-29d96dfa4c89,https://dealbook.nytimes.com/2011/01/23/morgan-stanley-banker-is-said-to-pass-along-illegal-tip/,428,Business Day,2011-01-24T04:21:06+0000,,Morgan Stanley Banker Is Said to Pass Along Illegal Tip,"Kamal Ahmed, a banker in Morgan Stanley’s office in Menlo Park, Calif., is said to have passed along an illegal tip about a pending deal by Advanced Micro Devices.",
nyt://article/acd62c17-2a87-55e2-919a-1b5b6a923fc6,https://dealbook.nytimes.com/2011/03/04/greenspan-on-corporate-profits-and-the-state-of-the-economy/,59,Business Day,2011-03-04T20:44:20+0000,,Greenspan on Corporate Profits and the State of the Economy,"Alan Greenspan says profitability does not mean a business is willing to invest in illiquid assets, and he shares his thoughts on whether the economy is strengthening significantly in this CNBC video.",
nyt://article/72171394-126d-5a1e-ac75-75f93c487279,https://bits.blogs.nytimes.com/2011/02/14/verzion-demonstrates-voice-over-lte-service/,310,Technology,2011-02-14T14:42:55+0000,,Verizon Demonstrates Voice-Over-LTE Service,"At the Mobile World Congress in Barcelona, Verizon  demonstrated the new version of its wireless network, which will allow smartphone users to make voice calls and surf the Web at the same time.",
nyt://article/92750d6c-a04f-54dd-9a56-0bf01e6ccd09,https://gadgetwise.blogs.nytimes.com/2011/02/05/working-constantly-thanks-to-technology/,232,Technology,2011-02-05T20:35:13+0000,,"Working Constantly, Thanks to Technology","What are your strategies for coping with being connected 24/7? How do you convince a family member or friend to put down her BlackBerry, iPhone, iPad?",
nyt://article/60093438-fa89-5799-bf1e-aa7f7f60813b,https://bucks.blogs.nytimes.com/2011/01/07/the-risks-of-being-too-risk-averse-in-investing/,117,Your Money,2011-01-07T21:29:53+0000,,The Risks of Being Too Risk-Averse in Investing,Paul Sullivan’s Wealth Matters column this week looks at the risks of being too risk-averse in investing.,
nyt://article/27abfddd-dcd4-5491-968b-a8c1f65e21aa,https://economix.blogs.nytimes.com/2011/03/04/podcast-jobs-the-deficit-and-the-muni-market/,505,Business Day,2011-03-05T01:51:08+0000,,"Podcast: Jobs, the Deficit and the Muni Market","A look at the latest Weekend Business podcast, and a listen.",
