_id,url,word_count,section,date,type,headline,abstract,article
nyt://article/5846c1ab-5bfe-58be-b856-a1f61ba0b621,https://dealbook.nytimes.com/2010/03/25/canadian-banking-is-not-the-answer/,118,Business Day,2010-03-25T19:51:41+0000,Business,Canadian Banking Is Not the Answer,From Economix: Canada’s concentrated megabanking system is often held up as a model for why Americans shouldn’t worry about their own large banks. Two economists explain why this thinking is wrong.,
nyt://article/9b9f7b3e-0ff0-542d-bbff-9a762f17ffdc,https://economix.blogs.nytimes.com/2010/03/03/why-old-people-should-love-immigrants/,327,Business Day,2010-03-03T20:38:45+0000,Business,Why Old People Should Love Immigrants,"Immigrants may or may not compete with Americans for jobs, but they do help keep the Social Security system solvent.",
nyt://article/706f989f-a9fe-594c-8649-a444c574258a,https://green.blogs.nytimes.com/2010/01/07/qa-googles-green-energy-czar/,2577,Business Day,2010-01-07T13:32:04+0000,,Q&A: Google’s Green Energy Czar,"“As a society, we have chosen to invest too little in alternative energy,” said Bill Weihl, who steers Google’s clean energy endeavors.",
nyt://article/b5fbe7f3-5aa7-5c9d-b36e-23e0cfa5739b,https://mediadecoder.blogs.nytimes.com/2010/02/09/and-the-recaps-of-the-super-bowl-spots-just-keep-on-coming/,1025,Business Day,2010-02-09T21:46:25+0000,Media,And the Recaps of the Super Bowl Spots Just Keep on Coming,"The Nielsen Company said that the most-watched spot in Super Bowl XLIV was one in the fourth quarter for Doritos, the snack chips sold by the Frito-Lay division of PepsiCo, called “Samurai Snack Attack.”",
nyt://article/eeca463a-a6ed-518a-9144-2a62abf7cf1e,https://dealbook.nytimes.com/2010/03/01/2-former-pali-capital-analysts-join-btig/,225,Business Day,2010-03-01T22:06:40+0000,Business,2 Former Pali Capital Analysts Join BTIG,"BTIG, a New York-based broker-dealer, said Monday that it was expanding its reach into equity research, hiring two senior analysts, Richard Greenfield and Walter Piecyk, who previously worked at the now-closed Pali Capital to lead the effort.",
nyt://article/c5cf1efa-f82a-516a-9785-670fdb902dde,https://dealbook.nytimes.com/2010/01/25/aig-imposes-limits-on-corporate-aircraft/,154,Business Day,2010-01-25T13:03:52+0000,Business,A.I.G. Imposes Limits on Corporate Aircraft,"For most of A.I.G.’s executives, flying on corporate aircraft is now a no-go, and even for its chief executive, riding on the firm’s dime has its limits.",
nyt://article/fa746691-e7b5-5179-8877-93d5d0cb8790,https://atwar.blogs.nytimes.com/2010/03/07/iraq-elections-courting-african-iraqis/,457,World,2010-03-07T06:55:37+0000,Foreign,Iraq Elections: Courting African Iraqis,Big coalitions don’t deal with dinars.,
nyt://article/b1256f81-257e-5b7f-abb2-ba5dcc173f20,https://mediadecoder.blogs.nytimes.com/2010/02/19/the-times-announces-new-roles-for-two-senior-editors/,380,Business Day,2010-02-19T14:14:08+0000,Media,The Times Announces New Roles for Two Senior Editors,"The Times announced that Rick Berke will take over as national editor and Suzanne Daley will return to reporting, covering Europe.",
nyt://article/453c4efe-7eef-5bd3-b79f-5b2b027eb538,https://mediadecoder.blogs.nytimes.com/2010/01/13/madison-avenue-looks-to-vancouver/,526,Business Day,2010-01-13T14:00:54+0000,Media,Madison Avenue Looks to Vancouver,"With less than a month until the start of the Olympics in Vancouver, British Columbia, marketers are raising the curtain on their advertising plans for the Winter Games.",
nyt://article/1061803c-845d-5f32-b791-6af4708dfe2c,https://dealbook.nytimes.com/2010/03/15/swiss-data-source-says-mossad-kidnapped-him/,257,Business Day,2010-03-15T08:31:20+0000,Business,Swiss Data Source Says Mossad Kidnapped Him,"Hervé Falciani, the computer specialist formerly employed by HSBC and involved in its enormous Swiss data leak, says he was once kidnapped by the Mossad.",
nyt://article/e6161e60-9268-5b8d-ad60-9c61a62f397e,https://green.blogs.nytimes.com/2010/03/09/debating-the-nuclear-waste-problem/,508,Business Day,2010-03-09T20:16:58+0000,,Debating the Nuclear Waste Problem,"Speaking at a nuclear energy conference in Washington Tuesday, representatives of the Nuclear Regulatory Commission suggested that a new, long-term policy on nuclear waste storage was sorely needed.",
nyt://article/548a42c2-3c63-5c92-91f3-d3993c661f88,https://dealbook.nytimes.com/2010/03/29/vinocur-in-germany-a-very-risky-business/,950,Business Day,2010-03-29T10:00:42+0000,Business,"Vinocur: In Germany, a Very Risky Business","In its 2010 survey on Germany, the O.E.C.D. said German banking practice “exposes German banks relatively more to unexpected shocks than banks in other countries,” John Vinocur writes in his latest column.",
nyt://article/da1d8328-e633-52f6-91fc-09e4bd35fc7c,https://green.blogs.nytimes.com/2010/03/30/greenpeace-takes-aim-at-koch-industries/,358,Business Day,2010-03-30T12:37:13+0000,,Greenpeace Takes Aim at Koch Industries,"A new report from Greenpeace calls Koch Industries, an industrial conglomerate based in Kansas, a “financial kingpin of climate science denial and clean energy opposition.”",
nyt://article/eb912b9c-7fa8-558b-b22f-9dfd73c75737,https://dealbook.nytimes.com/2010/01/28/now-playing-the-trailer-for-the-wall-street-sequel/,358,Business Day,2010-01-28T18:53:32+0000,Business,Now Playing: A Trailer for ‘Wall Street’ Sequel,"The trailer to Oliver Stone’s sequel to “Wall Street,” the touchstone of 1980s go-go finance culture, went online Thursday, giving a glimpse of what happens to financier Gordon Gekko once he is released from prison.",
nyt://article/f2df4cfc-362e-5b07-bee1-df5a5bf27594,https://dealbook.nytimes.com/2010/03/30/warren-says-to-expect-commercial-real-estate-trouble/,375,Business Day,2010-03-30T08:50:53+0000,Business,Warren Says to Expect Commercial Real Estate Trouble,"Elizabeth Warren, head of Congressional oversight for TARP and a major backer of the idea of a consumer protection agency, told CNBC on Monday that the U.S. economy still had a hard road ahead, with half of all commercial real estate loans set to be “underwater” by year’s end.",
nyt://article/c2ae70be-ae55-5eec-8c13-75e2f4d781e9,https://dealbook.nytimes.com/2010/02/11/seb-squeaks-by-with-quarterly-profit/,223,Business Day,2010-02-11T05:22:11+0000,Business,SEB Squeaks By With Quarterly Profit,"SEB, one of the Swedish banks with a major presence in the Baltic states, reported a fourth quarter operating profit on Wednesday of 564 million kronor ($77 million), a seventh of its 4 billion kronor profit a year earlier.",
nyt://article/2cc4bc9a-05e7-5948-a5c0-cddfc78e36e8,https://bits.blogs.nytimes.com/2010/02/17/hbo-go-the-best-online-video-service-i-cannot-use/,588,Technology,2010-02-17T23:08:09+0000,,"HBO Go, the Best Online Video Service I Cannot Use",The service ignores the viewing habits of some Web-only video viewers.,
nyt://article/1fe2de64-9ee6-5b3c-b651-25d17d4368c0,https://mediadecoder.blogs.nytimes.com/2010/02/26/associated-press-to-create-pay-service-for-ipad/,447,Business Day,2010-02-26T19:30:21+0000,Media,Associated Press to Create Pay Service for iPad,The Associated Press will create paid subscriptions through the Apple iPad for itself and other news organizations.,
nyt://article/ea487bc8-d924-5cea-bdc5-bbeca2540b6a,https://economix.blogs.nytimes.com/2010/02/23/when-states-become-dependent-on-federal-aid/,849,Business Day,2010-02-23T11:01:24+0000,Business,When States Become Dependent on Federal Aid,"Budget crises have made states dependent on federal largess, and in turn have given Washington more control over state spending, an economist writes.",
nyt://article/120d6a15-3583-5d23-885a-fc11e1f340ca,https://dealbook.nytimes.com/2010/01/29/keeping-a-watchful-eye-over-davos/,89,Business Day,2010-01-29T15:22:57+0000,Business,Keeping a Watchful Eye Over Davos,"With the list of assorted dignitaries at the World Economic Forum, tough security is a necessity.",
nyt://article/3388b5d9-8888-5ae6-8acf-88ed54c2fa9b,https://dealbook.nytimes.com/2010/01/29/at-tavern-on-the-green-everything-must-and-does-go/,129,Business Day,2010-01-29T21:29:37+0000,Business,"At Tavern on Green, Everything Must (and Does) Go",Hundreds attended a tag sale on Friday to scoop up the last remnants of Tavern on the Green.,
nyt://article/3bda1a83-72d2-5783-910c-d914a73d21cb,https://bucks.blogs.nytimes.com/2010/01/06/wednesday-reading-10/,193,Your Money,2010-01-06T15:04:32+0000,,Wednesday Reading,"How one community is recovering from the recession, a look at Google’s new smartphone and other consumer-focused items from Wednesday’s Times.",
nyt://article/814fa46a-3ad4-53f8-a624-aedd720c49af,https://dealbook.nytimes.com/2010/01/27/blackrocks-big-deal-gives-huge-boost-to-profits/,363,Business Day,2010-01-27T23:27:08+0000,Business,BlackRock’s Big Deal Gives Huge Boost to Profits,"BlackRock’s fourth-quarter profit jumped nearly fivefold, thanks in large part to a huge influx in fees tied to the $1.85 trillion in assets it acquired by buying Barclays Global Investors.",
nyt://article/1c833bdf-0460-54d8-97fc-8e6d04907cdc,https://mediadecoder.blogs.nytimes.com/2010/02/26/with-bridgess-voice-silenced-for-oscar-night-hyundai-turns-to-the-rest-of-hollywood/,500,Business Day,2010-02-26T20:48:09+0000,Media,"With Bridges’s Voice Silenced for Oscar Night, Hyundai Turns to the Rest of Hollywood","Hyundai Motor America is recruiting a number of Hollywood stars to pinch-hit for its long-time voice-over announcer, Jeff Bridges, for commercials that will appear during the ABC broadcast of the Academy Awards.The substitution is required because of rules about the broadcast from the Academy of Motion Picture Arts and Sciences.",
nyt://article/d876a0c6-9ff5-53ea-81a5-8559e99bed69,https://dealbook.nytimes.com/2010/01/04/bofas-new-chief-seeks-to-rebuild-trust/,186,Business Day,2010-01-04T17:15:51+0000,Business,Bank of America’s Chief Seeks to Rebuild Trust,"Bank of America’s new chief executive, Brian T. Moynihan, said Monday that said the recession was fading and that the bank had finished making its biggest acquisitions, allowing him to focus on rebuilding relationships with customers.",
nyt://article/ca1bc81a-0467-59ef-98e3-99f68ca561e7,https://dealbook.nytimes.com/2010/02/19/lehman-paid-bankruptcy-advisers-642-million/,145,Business Day,2010-02-19T23:59:35+0000,Business,Lehman Paid Bankruptcy Advisers $642 Million,"Lehman Brothers, which is being liquidated in bankruptcy, paid its lawyers and other advisers $641.9 million in 16 months since it collapsed in September 2008, according to a regulatory filing late Friday.",
nyt://article/f43aae95-546b-51db-b2ec-4e5bf4abe9c5,https://dealbook.nytimes.com/2010/02/04/concerned-over-jobs-and-revenue-wall-st-wanders/,579,Business Day,2010-02-04T09:06:36+0000,Business,"Concerned Over Jobs and Revenue, Wall St. Wanders","Investors were cautious on Wednesday as concerns over high unemployment and the ability of businesses to bring in revenue resurfaced, tempering some of the zeal that had marked Wall Street earlier this week.",
nyt://article/1dd4f470-2309-52bc-adb1-cfc4b5630096,https://dealbook.nytimes.com/2010/02/05/air-products-said-to-offer-51-billion-for-its-rival-airgas/,600,Business Day,2010-02-05T09:47:27+0000,Business,Air Products Offers $5.1 Billion for Airgas,"Air Products and Chemicals, a producer of industrial gases, has made an unsolicited $5.1 billion offer for a rival, Airgas, after having been rebuffed for months, The New York Times reported.",
nyt://article/e429f686-33dc-540e-a267-2e961f865cb9,https://dealbook.nytimes.com/2010/02/08/aig-hires-finance-veteran-to-oversee-risk/,150,Business Day,2010-02-08T12:58:45+0000,Business,A.I.G. Hires Finance Veteran to Oversee Risk,"The American International Group said Monday that it has hired Peter D. Hancock, a veteran financial services executive, as an executive vice president overseeing the insurer’s finance and risk.",
nyt://article/d25b2d9e-d16d-557f-a50e-abb5649691c9,https://dealbook.nytimes.com/2010/03/24/ecb-said-to-consider-new-deficit-rules-on-swaps/,101,Business Day,2010-03-24T05:15:25+0000,Business,European Central Bank Is Said to Consider New Rules on Swaps,"The European Central Bank may try to get European Union rules amended so that countries can’t use swaps to cut excessive budget deficits, capitalizing on a debate sparked by Goldman Sachs Group’s swap arrangements with Greece, Bloomberg News reported.",
nyt://article/6ddea754-798a-5d0e-b9ce-48449a16a723,https://dealbook.nytimes.com/2010/02/22/editorial-bringing-back-the-fixers/,550,Business Day,2010-02-22T09:58:34+0000,Business,Editorial: Bringing Back the Fixers,"A plan by New York City’s freshly elected comptroller, John Liu, to ease a ban on the placement agents who help negotiate investments in the city’s pension fund includes a worrying step backwards, The New York Times’s editorial board says.",
nyt://article/b833a9d8-230e-58f3-8259-dc75ee825caa,https://dealbook.nytimes.com/2010/03/10/as-fed-eases-loan-aid-policy-challenges-arise/,817,Business Day,2010-03-10T07:40:39+0000,Business,"As Fed Eases Loan Aid, Policy Challenges Arise","The Federal Reserve has terminated nearly all of the extraordinary lending programs it created in 2007 and 2008 to combat the credit crisis. But it now faces critical decisions in coming months about when and how to tighten monetary policy, according to two Fed officials.",
nyt://article/7bc44cd2-98cc-593d-972b-66a6295adead,https://dealbook.nytimes.com/2010/01/08/house-panel-seeks-to-quiz-geithner-on-aig/,328,Business Day,2010-01-08T20:45:57+0000,Business,House Panel Seeks to Quiz Geithner on A.I.G.,A House committee is seeking to question Treasury Secretary Timothy F. Geithner about why the American International Group was told not to disclose payments made to banks at the height of the financial crisis after the government bailed out the insurer.,
nyt://article/68fda02e-e34d-5d70-b4f6-129cdbbe873e,https://dealbook.nytimes.com/2010/03/16/europe-creates-an-apparatus-to-provide-loans-to-greece/,594,Business Day,2010-03-16T09:02:27+0000,Business,Europe Creates Apparatus to Provide Greece Loans,"Finance ministers from the 16 countries using the euro as their currency said Monday they were ready to help rescue Greece, The New York Times reported.",
nyt://article/3e3b0ea1-bbb6-5745-a57a-f50ce77a0101,https://dealbook.nytimes.com/2010/01/15/hershey-said-to-speed-up-cadbury-efforts/,103,Business Day,2010-01-15T12:10:21+0000,Business,Hershey Said to Speed Up Cadbury Efforts,"Hershey is stepping up efforts to prepare a bid for Cadbury and plans to make a decision after Kraft Foods’ final offer for the U.K. chocolate maker, according to people with knowledge of the matter.",
nyt://article/7949f934-a5e8-597e-8d10-6145469c0920,https://mediadecoder.blogs.nytimes.com/2010/02/09/wheels-toyota-dealers-in-five-states-pull-ads-from-abc/,71,Business Day,2010-02-09T21:06:41+0000,Media,Wheels: Toyota Dealers in Five States Pull Ads from ABC,Wheels: Toyota dealers in five states pull ads from ABC.,
nyt://article/e3f0141a-7811-500a-8a75-38d22343266c,https://dealbook.nytimes.com/2010/02/01/shell-to-join-brazils-cosan-in-ethanol-joint-venture/,451,Business Day,2010-02-01T15:07:39+0000,Business,Shell to Join Brazil’s Cosan in Ethanol Joint Venture,"Cosan, the Brazilian sugar and biofuel giant, said Monday it will merge its ethanol and fuel distribution units with Royal Dutch Shell in a joint venture worth up to $12 billion, extending the trend of growing foreign investment in alternative fuels.",
nyt://article/81fa1dcc-158e-5d4e-babe-ec182e119987,https://bits.blogs.nytimes.com/2010/01/07/apple-patent-application-could-mean-thinner-devices/,268,Technology,2010-01-07T19:13:20+0000,Business,Apple Patent Application Could Presage Thinner Devices,An Apple patent tries to eliminate the need for separate touch-screen and LCD displays by merging the two technologies together.,
nyt://article/431ffabe-eedb-5148-ad0f-96f0ba4ff90a,https://dealbook.nytimes.com/2010/01/26/a-preview-of-the-houses-aig-hearing/,757,Business Day,2010-01-26T20:34:47+0000,Business,A Preview of the House’s A.I.G. Hearing,"Ahead of a House committee hearing on Wednesday, more details are emerging about the government’s bailout of the American International Group in 2008 and why its trading partners were paid in full.",
nyt://article/e161fcab-c631-50cf-a841-d375c3082ce5,https://dealbook.nytimes.com/2010/01/26/chinese-banks-said-to-rein-in-loans/,105,Business Day,2010-01-26T11:26:27+0000,Business,Chinese Banks Said to Rein in Loans,"Chinese banks have begun restricting new loans, responding to a push by regulators to contain credit after a surge in lending in the first half of this month, sources told Bloomberg News.",
nyt://article/15143800-d440-52c0-9824-3732715852a9,https://mediadecoder.blogs.nytimes.com/2010/02/19/daytime-media-ready-to-ride-the-tiger/,609,Business Day,2010-02-19T14:09:37+0000,Media,Daytime Media Ready to Ride the Tiger,"Tiger Woods, in a cage match with no opponent save himself, will preoccupy on- and offline media.",
nyt://article/4e95cc4a-bda7-5012-8d58-48ec03afaf3a,https://economix.blogs.nytimes.com/2010/03/05/surprisingly-strong-job-figures/,267,Business Day,2010-03-05T14:33:13+0000,Business,Surprisingly Strong Job Figures,The jobs report is surprisingly positive. It should reduce fears of a double-dip recession.,
nyt://article/de38bd41-702c-53e5-b105-2e69828ca44d,https://bits.blogs.nytimes.com/2010/03/12/plastic-logic-delays-its-que-tablet/,202,Technology,2010-03-12T17:55:49+0000,Business,Plastic Logic Delays Its Que Tablet,Plastic Logic is delaying its $800 professional document- and book-reading device until this summer.,
nyt://article/9b2f4009-b0cf-56c4-bd12-5b35c0e5e774,https://dealbook.nytimes.com/2010/01/14/hedge-fund-lose-staff-to-sec-survey-finds/,166,Business Day,2010-01-14T10:13:26+0000,Business,"Hedge Funds Lose Staff to S.E.C., Survey Finds","Findings in a new report that U.S. hedge funds lost staff to endowments and sovereign wealth funds may not raise many eyebrows, but one of the employers found to be siphoning off hedge fund managers may come as a surprise: the U.S. Securities and Exchange Commission.",
nyt://article/5d2b0f0a-bca6-5319-b466-b0ce25a373fa,https://mediadecoder.blogs.nytimes.com/2010/01/26/hyundai-drives-for-super-bowl-superiority/,584,Business Day,2010-01-26T17:28:32+0000,Media,Hyundai Drives for Super Bowl Superiority,"One marque, Hyundai, is shaping up as perhaps the brand to beat in Super Bowl XLIV advertising.",
nyt://article/53638238-4e20-5a30-a56b-d58f128c1837,https://dealbook.nytimes.com/2010/01/20/bank-of-america-loses-52-billion-in-4th-quarter/,875,Business Day,2010-01-20T12:24:08+0000,Business,Bank of America Posts Loss for 4th Quarter,"Bank of America reported a $5.2 billion loss for the fourth quarter of 2009, as the firm continued to weather increased mortgage losses and paid back billions of dollars in government bailout money.",
nyt://article/c6ad4d37-85ce-5e35-b84e-1cee9552ae95,https://dealbook.nytimes.com/2010/02/08/irked-wall-st-hedges-its-bet-on-democrats/,1141,Business Day,2010-02-08T07:10:40+0000,Business,"Irked, Wall St. Hedges Its Bet on Democrats","If the Democratic Party has a stronghold on Wall Street, it is JPMorgan Chase, but this year Chase’s political action committee is sending the Democrats a pointed message.",
nyt://article/3d1a84a2-1a45-544e-9dff-2e4053e4bee5,https://dealbook.nytimes.com/2010/03/16/former-a-i-g-employees-might-sue-over-payouts/,329,Business Day,2010-03-16T11:24:46+0000,Business,Former A.I.G. Employees Might Sue Over Payouts,"Several former American International Group employees might sue the insurer after it gave them less retention bonus money than they should have received, Reuters reported.",
nyt://article/bf00d9e7-c53b-568e-95f3-7e84e99443a1,https://dealbook.nytimes.com/2010/01/06/cadbury-stock-price-draws-closer-to-krafts-hostile-bid/,405,Business Day,2010-01-06T23:06:17+0000,Business,Cadbury Stock Price Draws Closer to Kraft’s Bid,"Shares in Cadbury fell again on Wednesday, edging closer to the level of Kraft’s $16 billion hostile takeover offer for the British confectioner. Meanwhile, some Cadbury directors have continued to hold back-channel talks with counterparts at Hershey over a potential rival bid.",
nyt://article/5561d25d-7dc9-522a-a6f1-e565f4a75969,https://dealbook.nytimes.com/2010/02/02/kraft-seals-deal-for-cadbury/,288,Business Day,2010-02-02T17:40:27+0000,Business,Kraft Seals Deal for Cadbury,"Kraft declared victory on Tuesday in its pursuit of Cadbury, announcing that it has won widespread support from the British confectioner’s shareholders.",
nyt://article/f2ec9db6-5c0d-5569-98a2-642fb4d3c38a,https://mediadecoder.blogs.nytimes.com/2010/01/01/rush-limbaugh-released-from-hospital/,175,Business Day,2010-01-01T22:47:33+0000,Media,Rush Limbaugh Released From Hospital,"Rush Limbaugh announced that doctors have found nothing wrong with his heart or arteries, but the cause of the intense chest pains that sent him to a hospital remains unknown.",
nyt://article/cf39ffc6-71ba-5ed4-a5d2-9494f1c7149e,https://dealbook.nytimes.com/2010/01/21/greece-mulls-bond-issue-to-resolve-deficit/,138,Business Day,2010-01-21T10:21:25+0000,Business,Greece Mulls Bond Issue to Resolve Deficit,"Greece is confident it can meet its financing needs as it grapples with a ballooning budget deficit and may issue bonds in yen and dollars this year to do so, top Greek officials declared Thursday, saying that the country could issue dollar and yen bonds this year.",
nyt://article/7e404c4b-98da-5491-816a-bbc4a873a903,https://dealbook.nytimes.com/2010/02/25/lehman-settles-collateral-claims-with-jpmorgan/,146,Business Day,2010-02-25T11:33:27+0000,Business,Lehman Settles Collateral Claims With JPMorgan,"Lehman Brothers Holdings has agreed with JPMorgan Chase to settle about $7.68 billion in collateral obligations that were pending following Lehman’s bankruptcy filing in 2008, Reuters reported.",
nyt://article/5c2081bf-ce95-55ff-8909-4bf025ad5ce7,https://dealbook.nytimes.com/2010/01/28/bulls-in-a-china-shop-the-east-west-divide/,244,Business Day,2010-01-28T10:57:28+0000,Business,Bulls in a China Shop: The East-West Divide,"Samuel Huntington’s clash of civilizations has been a classic Davos theme. But if in the past the slogan has evoked images of the tumbling towers of the World Trade Center and bombs on Iraqi roadsides, this year the focus was on China.",
nyt://article/813f7a2c-cdca-5c01-83fc-dfdce410acd1,https://dealbook.nytimes.com/2010/03/29/r-b-s-sells-german-unit-to-g-e-capital/,179,Business Day,2010-03-29T11:03:41+0000,Business,R.B.S. Sells German Unit to GE Capital,"The Royal Bank of Scotland said Monday it has agreed to sell R.B.S. Factoring, a unit that provides loans secured against company invoices, to GE Capital, The Associated Press reported.",
nyt://article/b27959a5-774f-588a-923b-bde9255d61c2,https://rendezvous.blogs.nytimes.com/2010/02/11/the-home-of-the-british-grand/,529,World,2010-02-11T16:51:02+0000,,The Home of the British Grand Prix,"Silverstone Circuit, the home of the British Grand Prix since 1950, will change the shape of the circuit at this year’s race in July. Meanwhile, F1 testing continued in Spain.",
nyt://article/877b580f-bfc3-5b2f-8c76-04b008bf42f8,https://dealbook.nytimes.com/2010/02/08/doostang-lands-125-million/,71,Business Day,2010-02-08T08:30:37+0000,Business,Doostang Lands $1.25 Million,"Doostang, an invite-only jobs Web site that claims to connect “the world’s most talented young professionals to exclusive career opportunities,” has raised $1.25 million of a targeted $2.1 million in its latest round of funding.",
nyt://article/eb74ed2d-1dcf-5637-b970-8e2790c471b3,https://dealbook.nytimes.com/2010/01/15/jpmorgan-reports-33-billion-4th-quarter-profit/,753,Business Day,2010-01-15T12:16:09+0000,Business,"JPMorgan Profit Rises Again, but Clouds Linger","JPMorgan Chase kicked off the latest, and highly anticipated round of bank earnings on Friday by reporting a $3.3 billion profit for the fourth quarter of 2009.",
nyt://article/bb83f161-c295-54d9-909f-13eb99484c3a,https://dealbook.nytimes.com/2010/01/27/yitai-coal-said-to-plan-1-billion-ipo/,82,Business Day,2010-01-27T08:09:18+0000,Business,Yitai Coal Said to Plan $1 Billion I.P.O.,"Inner Mongolia Yitai Coal, the Chinese coal miner, aims to raise about $1 billion from a Hong Kong initial public offering in the second to third quarter of 2010, a source close to the deal told Reuters on Wednesday.",
nyt://article/e75423bc-a19f-5d01-804d-4b7432c44a7c,https://dealbook.nytimes.com/2010/03/22/china-poly-seeks-1-4-billion-in-placement/,93,Business Day,2010-03-22T07:52:42+0000,Business,China Poly Seeks $1.4 Billion in Placement,"The China Poly Real Estate Group, one of the country’s biggest property developers, plans to raise up to $1.4 billion through a private placement of shares to fund expansion.",
nyt://article/76b52d48-269d-5c12-b444-3818e186a118,https://dealbook.nytimes.com/2010/01/21/an-antitrust-investigation-of-the-banks/,107,Business Day,2010-01-21T15:37:28+0000,Business,An Antitrust Investigation of the Banks?,"From Economix: Instead of pursuing the issue of those “too big to fail” financial institutions exclusively through legislation, the administration could launch instead one or more serious antitrust investigations into the behavior of our biggest banks, economist Simon Johnson suggests.",
nyt://article/b396ad59-43f4-59fa-a78f-809bb2f85d40,https://dealbook.nytimes.com/2010/02/11/och-ziff-posts-strong-results-for-fourth-quarter/,272,Business Day,2010-02-11T20:24:16+0000,Business,Och-Ziff Posts Strong Results for Fourth Quarter,"The hedge fund said its assets under management ballooned by $500 million in the last six weeks, according to its fourth-quarter earnings report.",
nyt://article/1e42f87c-afbe-5e2b-8a57-0f83e21b0ddd,https://gadgetwise.blogs.nytimes.com/2010/01/22/sony-adds-gps-and-sd-card-support/,328,Technology,2010-01-22T23:15:50+0000,,Sony Adds GPS and SD Card Support,"Sony adds a pack of new features, including built-in GPS and support for SDHC memory cards, in new Cyber-shots.",
nyt://article/d12ffd5f-e9fc-5c1e-a39a-f9e658d3c563,https://economix.blogs.nytimes.com/2010/01/13/irs-commissioner-doesnt-do-his-own-taxes/,125,Business Day,2010-01-13T21:25:47+0000,Business,I.R.S. Commissioner Doesn’t Do His Own Taxes,Use a tax preparer? You are not alone.,
nyt://article/52e89c88-528a-5b31-ae3f-a811236819f1,https://green.blogs.nytimes.com/2010/02/02/can-white-roofs-battle-global-warming/,306,Business Day,2010-02-02T20:02:36+0000,,Can White Roofs Battle Global Warming?,Scientists created a model of the world’s cities and measured the impact on global warming if every rooftop was painted white.,
nyt://article/b509da99-5d3e-5978-ab25-0a28d0477891,https://gadgetwise.blogs.nytimes.com/2010/03/24/iphone-remote-control-doesnt-quite-click/,600,Technology,2010-03-24T12:28:07+0000,,iPhone Remote Control Doesn’t Quite Click,"ThinkFlood attempts to turn the iPhone into a universal remote, but it is just too hard to set up.",
nyt://article/b9cae280-2317-586c-b602-f42751022793,https://dealbook.nytimes.com/2010/01/26/alcon-shareholders-push-novartis-on-bid/,101,Business Day,2010-01-26T10:23:06+0000,Business,Alcon Shareholders Push Novartis on Bid,"Novartis’s bid to buy out minority shareholders in Alcon does not fairly value their holdings, one of the largest investors in the eyecare group said.",
nyt://article/267d5cb0-472f-5305-b83e-e3ce38d3abb7,https://dealbook.nytimes.com/2010/03/16/renault-and-daimler-said-to-discuss-share-swap/,332,Business Day,2010-03-16T10:53:26+0000,Business,Renault and Daimler Said to Discuss Share Swap,"Renault and Daimler, the two European carmakers long in talks to collaborate more extensively, may be considering going as far as a share swap, though the discussions are said to be stalled because of a disagreement over valuations.",
nyt://article/73efda9e-1a4c-57ed-ae29-df2f0c0aa66f,https://economix.blogs.nytimes.com/2010/01/12/more-bad-job-news/,66,Business Day,2010-01-12T18:34:22+0000,Business,More Bad Job Market News,"For every job opening in November, there were 6.35 people out of work, a record high.",
nyt://article/5c3fc78c-c26a-5afe-80f1-e63af5aac6b8,https://bits.blogs.nytimes.com/2010/03/31/kleiner-perkins-pledges-money-for-ipad-developers/,421,Technology,2010-03-31T19:13:04+0000,Business,Kleiner Perkins Pledges Money for iPad Developers,Kleiner Perkins Caufield & Byers is doubling its iFund to $200 million to invest in iPhone and iPad app developers.,
nyt://article/5846c1ab-5bfe-58be-b856-a1f61ba0b621,https://dealbook.nytimes.com/2010/03/25/canadian-banking-is-not-the-answer/,118,Business Day,2010-03-25T19:51:41+0000,Business,Canadian Banking Is Not the Answer,From Economix: Canada’s concentrated megabanking system is often held up as a model for why Americans shouldn’t worry about their own large banks. Two economists explain why this thinking is wrong.,
nyt://article/9b9f7b3e-0ff0-542d-bbff-9a762f17ffdc,https://economix.blogs.nytimes.com/2010/03/03/why-old-people-should-love-immigrants/,327,Business Day,2010-03-03T20:38:45+0000,Business,Why Old People Should Love Immigrants,"Immigrants may or may not compete with Americans for jobs, but they do help keep the Social Security system solvent.",
nyt://article/706f989f-a9fe-594c-8649-a444c574258a,https://green.blogs.nytimes.com/2010/01/07/qa-googles-green-energy-czar/,2577,Business Day,2010-01-07T13:32:04+0000,,Q&A: Google’s Green Energy Czar,"“As a society, we have chosen to invest too little in alternative energy,” said Bill Weihl, who steers Google’s clean energy endeavors.",
nyt://article/b5fbe7f3-5aa7-5c9d-b36e-23e0cfa5739b,https://mediadecoder.blogs.nytimes.com/2010/02/09/and-the-recaps-of-the-super-bowl-spots-just-keep-on-coming/,1025,Business Day,2010-02-09T21:46:25+0000,Media,And the Recaps of the Super Bowl Spots Just Keep on Coming,"The Nielsen Company said that the most-watched spot in Super Bowl XLIV was one in the fourth quarter for Doritos, the snack chips sold by the Frito-Lay division of PepsiCo, called “Samurai Snack Attack.”",
